entity_name,sector,sector_main,entity_type,legal_form,company_status,capital_dhs,activity,phone,address,city,region,latitude,longitude,source_dataset
ZEN ET MINCE,Prescriptions de régimes alimentaires - massages amincissants - ventes de produits amincissants - gym et médecine douce - massages relaxants - ventes de produits relaxants,Commerce,100 000  DHS,100 000  DHS,Liquidation,3.0,,,Angle avenue abdellatif ben kaddour et rue ahmed chaci - Casablanca,Casablanca,Casablanca-Settat,33.58694440000001,-7.611111100000016,
BEETHOVEN'BROS CO,Travaux de restauration,Construction,100 000  DHS,100 000  DHS,Liquidation,0.0,,,13 rue amskroud - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
SODIAC (STE),Approvisionnement de navires,Other,300 000  DHS,300 000  DHS,En activité,0.0,,,5 rue oudjari - Casablanca,Casablanca,9,33.593715,-7.611835,
SERFONICA,Installation et reparation de reseau de telecommunication,Other,100 000  DHS,100 000  DHS,Dissolution,3.0,,,151 bd la resistance etage 4 n°13 casa - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
MEGA WOOD,Negoce,Other,10 000  DHS,10 000  DHS,En activité,0.0,,,"39, av lalla yacout 5eme etage appt d - Casablanca",Casablanca,10,33.5913,-7.61409,
SACAGIF,Bureau d'eutde construction pestation de service de toute nature et import exports alimentation generale,Construction,300 000  DHS,300 000  DHS,En activité,3.0,,,B lahjar av dakhla n 567 cd - Casablanca,Casablanca,10,33.547,-7.57149,
MAROCO MALIENNE D'EXPORTATION (STE) (SMME),Exportation et importation de tous produits d'artisanat,Information Technology,700 000  DHS,700 000  DHS,En activité,0.0,,,Hay hakou 3 rue 2 n42 - Casablanca,Casablanca,9,33.596457,-7.615478,
GETRACO (ESE),Travaux de construction,Construction,10 000  DHS,10 000  DHS,En activité,0.0,,,50 rue de calais - Casablanca,Casablanca,9,33.58341,-7.61963,
ROB WAYS,Location de voiture sans chauffeur,Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,Sidi moumen jdid rue 24 n 22 groupe 7 - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
SAFIR FOOD,Alimentation générale,Other,10 000  DHS,10 000  DHS,En activité,2.0,,,10 rue liberte etg 3 n5 c/o ca al hiba - Casablanca,Casablanca,Casablanca-Settat,33.58694440000001,-7.611111100000016,
KADIX PRESTATAIRE DE SERVICES,"Coureses pour entreprise et,particuliers prestations de services assistance et conseil,pour toute demarche administratives on domestique,",Professional Services,100 000  DHS,100 000  DHS,En activité,0.0,,,Rue regraga res la corniche imm 2 rdc apt 1 - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
ART BORJ,Marchand effectuant import export - entrepreneur de travaux divers ou constructions,Construction,10 000  DHS,10 000  DHS,En activité,3.0,,,Rue 36 groupe y el oulfa n° 13 - Casablanca,Casablanca,10,33.5564236661,-7.67990817114,
LANTABOUR,"Restauration l'achat, la vente au détail de tous - articles et produits, notamment les articles de cadeaux, les produits d'hygiène et les objets de décorations : - import export et négoce d'une manière générale. - agence immobilière. - vente, achat et distribution de tous produits d'alimentation générale. - et plus généralement, toute opération commerciale, financière, mobilière, immobilière, industrielle, agricole, se rattachant directement ou indirectement aux activités sus-énoncées ou susceptibles de favoriser le développement de la société",Commerce,100 000  DHS,100 000  DHS,Liquidation,3.0,,,"Massira ii, groupe 1, i - 119 - Temara (M)",Casablanca,Casablanca-Settat,33.85,-7.029999999999973,
DID TRADE,Import & export,Other,100 000  DHS,100 000  DHS,En activité,1.0,,,Res al assil im 42 n° 20 bd ali yaata hay mohammedi - Hay Mohammadi (AR),Casablanca,Casablanca-Settat,33.59136,-7.56998,
STATION MAROCAINE D'IMPORTATION HABTI,Marchand effectuant import-export carrosier reparateur,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,94 bd le fourat hm - Casablanca,Casablanca,10,33.583198,-7.548406,
LEMDIHI (FOURNITURE ELECTRIQUE),Marchand d'appareils ustensiles ou fournitures pour l'emploi de l'electricite,Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,209 bd la croix - Casablanca,Casablanca,10,33.577579,-7.588956,
MAGHREB BATIMENT ET TRAVAUX PUBLICS (ACHRO-MBTP),- commerce de matériel de travaux publics et de matériaux de construction,Construction,150 000  DHS,150 000  DHS,Dissolution,3.0,,,3 rue mabillon - val fleuri - Casablanca,Casablanca,10,33.574958,-7.636049,
START PROMO,Promoteur immobilier,Real Estate,100 000  DHS,100 000  DHS,En activité,0.0,,,64 rue abdellah el mediouni etage 1 appartement 2 - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
EXMAIN,"Agence de services, import et export de produits et articles divers",Information Technology,20 000  DHS,20 000  DHS,En activité,0.0,,,"44, rue mohammed smiha - Casablanca",Casablanca,10,33.59399,-7.608865,
WORLD OF BUILDING & BUSINESS,Tous travaux de construction et travaux divers,Construction,100 000  DHS,100 000  DHS,Dissolution,1.0,,,128 rue el araar 2eme etage bur 6 20090 - Casablanca,Casablanca,Casablanca-Settat,33.58694440000001,-7.611111100000016,
VISION PIECE,Automobiles marchand d accesoires ou de piece dettaches pour voiture,Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,Quartier bourgogne rue regraga res la corniche appt n 1 rdc imm 2 - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
AMAN FLAHTY,"Marchand de machines agricoles. et plus généralement, toutes opérations commerciales, industrielles, financières, mobilières ou immobilières se rattachant directement ou indirectement aux objets précités ou pouvant favoriser le développement de la société.",Information Technology,10 000  DHS,10 000  DHS,Dissolution,3.0,,,"Lot 346, zone industrielle. - El-Jadida (M)",Casablanca,Casablanca-Settat,33.2333333,-8.5,
SOLTAMIX,Entrepreneur de travaux divers,Construction,50 000  DHS,50 000  DHS,Dissolution,0.0,,,Douar oulad abbou old hmaida dar bouazza - Casablanca,Casablanca,9,33.515224,-7.817848,
CAPRIMAR (CAPRIMAR),- conserve des câpres,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,"Km 9,500 bd chefchaouni, ain sebaa - Aîn-Sebaâ (AR)",Casablanca,10,33.607914,-7.536169,
BAZART AGENCY,La communication et la publicité online et offline. le e-commerce. marketing et achats publicitaires. agencement et aménagement,Commerce,100 000  DHS,100 000  DHS,En activité,0.0,,,"151, rue oussama bnou zaid etg2 cite gauche n g quartier maarif - El Maarif (AR)",Casablanca,10,33.58694440000001,-7.611111100000016,
ILINE AUTO,Marchand importateur exportateur de tous produits - negociant,Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,82 rue soumayares shehrazade i etg 3 n 13 palmiers - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
FAN DECOR DE MENUISERIE (STE),Entrepreneur de menuiserie,Other,20 000  DHS,20 000  DHS,En activité,0.0,,,Rue abou el wakt quartier bourgogne - Casablanca,Casablanca,9,33.602291,-7.645231,
SOMAPLAR,"Aménagements du sol, equipements, prestalions de service, plantations, travaux divers et mise en valeur de l'arboriculture, horticulture, agrumiculture, oléiculture, viticulture, sylviculture, apiculture, héliciculture, cultures industrielles alimentaires tels que oléagineuses, sucrières, cultures légumineuses, céréalières, maraic hères, ornementales. florales, tropicales, médicinales, aromatiques, aviculture, cuniculture l'elevage et l'engraissement de tout bétail négoces, sous - traitance, vente, import, export, de tous produits de la pépinière, des engrais, semences, pesticides, plantes, outillages, matériels, engins, fournitures et pièces de rechange utilisés dans toutes les activités de l'agriculture, ou à caractères agricoles ? installation des serres, systèmes d'irrigation goutte - à - goutte et forage des puits - travaux de construction et d'aménagement des clôtures, bâtiments, pistes, passages, espaces verts voirie et assainissement dans les zones agricoles - la prise de participation ou d'intérêts dans toutes sociétés ou entreprises ayant un objet similaire ou connexe. et plus généralement, toutes opérations financières, mobilières ou immobilières se rapportant directement ou indirectement aux objets précisés ou susceptibles d'en favoriser la réalisation",Construction,200 000  DH,200 000  DH,En activité,0.0,,,Douar ouled jilali cr tnin toualâa - Mellila,Casablanca,10,33.3172062612,-7.22184413913,
VOSYX,"Etude et réalisation de tout projet d'informatique, de sécurité et de télécommunication. - installation, entretien, réparation et maintenance de tout équipement de réseau, tout matériel informatique et de télécommunication. - importation et commercialisation de toutes sortes de marchandises. - et plus généralement, toutes les opérations se rattachant, directement ou indirectement, à l'objet ci - dessus.",Information Technology,10 000  DHS,10 000  DHS,Liquidation,3.0,,,Rue el fourat imm. n°39 3ème étage appt n°19 mâarif - Casablanca,Casablanca,Casablanca-Settat,33.58694440000001,-7.611111100000016,
IMPORT EXPORT ATLANTIQUE GOLF,La conseignation le courtage la participation de la ste a toutes eses criees pouvant se rattacher directement ou indirectement a l'objet,Other,10 000  DHS,10 000  DHS,En activité,0.0,,,12 rue colbert - Casablanca,Casablanca,9,33.59581,-7.61245,
MOLAWS TRAVAUX,"Travaux divers ou construction, - et plus généralement, toutes opérations commerciales, mobilières, immobilières, financières se rattachant directement ou indirectement à l'objet social, et ce, tant par l'intervention directe, que par la création ou la prise de participation dans d'autres sociétés, existantes ou à créer, ayant un objet similaire ou connexe.",Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,Prima office n°105 appt 16 etage 3 angle mostafa maani et 11 janvier - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
EPDEM (EPDEM),Transport et demenagement,Transport,4 000 000  DHS,4 000 000  DHS,En activité,0.0,,,277 bld abdelmoumen - Casablanca,Casablanca,10,33.58012,-7.6249,
THE HILL CONSTRUCTION,"Promotion immobiliere ; batiment, genie civil; batiment industriel; travaux publics et prives; travaux terrassement ; travaux gros œuvres; travaux second oeuvres ; electricite generale et plomberie ; vente, achat, import-export de materiaux de construction ; commerce de gros appareils sanitaires, et appareils electriques; charpenterie ; menuiserie ; bois ; aliminium ; metal ; chaudronnerie; achats, ventes, import et export, le negoce et la distribution de tous genre d'article, et produits sans limitation ; isolation et etanchite; vitrerie et miroitrie location, achats, vente, import-export du materiel, du materiel d'equipement, de batiment et de genie civil; gardiennage, jardinnage et nettoyage ; platrerie; peinture; revetement; travaux d'irrigation. et plus generalement, toutes operations commerciales, industrielles, financieres, mobilieres ou immobilieres se rattachant directement ou indirectement en totalite ou en partie, a l'un quelconque des objets specifies ou a tous objets similaires ou connexes.",Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,"26, avenue mers sultan, appt 3 etage 1 - Casablanca",Casablanca,10,33.58694440000001,-7.611111100000016,
CASA FEC,"Confection, md effectuant import-export.",Other,200 000  DHS,200 000  DHS,En activité,3.0,,,Bd chefchaouni lot zakia n 19 ain sebaa - Casablanca,Casablanca,10,33.607914,-7.536169,
AGROCENTRE,"Import, export et négoce de produits agricoles",Information Technology,100 000  DHS,100 000  DHS,En activité,3.0,,,"3, rue du cavalon, bd abdelmoumen - Casablanca",Casablanca,Casablanca-Settat,33.578428,-7.624644,
MAYLOO,"- la conception, la fabrication - l'import et l'export - le négoce en général - la fabrication et la distribution d'article textile et d'ameublement - la location de tous types matériels et équipement",Commerce,50 000  DHS,50 000  DHS,En activité,3.0,,,478 bd la grde ceniture n 9 3eme etage a/s - Casablanca,Casablanca,Casablanca-Settat,33.58518,-7.54937,
NANTE CASA (STE),Commercialisation des pieces detaches d'occasion et neuves,Other,500 000  DHS,500 000  DHS,En activité,3.0,,,Bloc 2 hay el karia sidi moumen n 22 - Casablanca,Casablanca,10,33.588406,-7.498113,
STE KAOUKAB KADMIRI D'EQUIPEMENT DIVERS (S2KE),Entrep d'installations electriques ( equipement divers ),Other,100 000  DHS,100 000  DHS,En activité,3.0,,,65 avenue driss 1 er 2 eme etage n° 5 el fida - Casablanca,Casablanca,10,33.567932,-7.584805,
EL HADIR MOBILIER,Marchand de meubles effectuant import export,Other,400 000  DHS,400 000  DHS,En activité,3.0,,,47 rue 64 azhari 1 oulfa - Casablanca,Casablanca,10,33.5493765355,-7.68554439801,
FABDEL TRANS,Transport de marchandises.,Transport,10 000  DHS,10 000  DHS,Dissolution,3.0,,,Bd chefchaouni 2 rue 1 n 15 ain sebaa hay mohammadi - Casablanca,Casablanca,Casablanca-Settat,33.58694440000001,-7.611111100000016,
GOLD FACTORY,"Fabricant de vetements confectionnes, marchand import-export",Other,400 000  DHS,400 000  DHS,En activité,2.0,,,"Lot 114, 3° etage zone industrielle de ben m'sik sidi othmane, hay mly rachid - Casablanca",Casablanca,10,33.573358,-7.552594,
WIMING IMMOBILIER,Promoteur a la construction d'immeuble,Construction,100 000  DHS,100 000  DHS,En activité,2.0,,,Angle place docteur charle nicole et rue majendie qu des hopitaux casa - Casablanca,Casablanca,10,33.5751630832,-7.61948577616,
OTHMAS PLAST,"Md d'article en plastique, import, export",Other,100 000  DHS,100 000  DHS,En activité,1.0,,,N 76 rue 15 hay rakbout sidi moumen - Casablanca,Casablanca,Casablanca-Settat,33.5780860412,-7.53391685524,
ACM YOUBI,Mecanicien constructeur import export,Other,100 000  DHS,100 000  DHS,En activité,1.0,,,76 lot sahel had sowalem - Settat,Casablanca,Casablanca-Settat,33.001374,-7.617374,
SKRAWNY,Les travaux de constructions . promotion immobiliere.,Construction,100 000  DHS,100 000  DHS,En activité,2.0,,,10 rue liberte 3ieme etage apt 5 - Casablanca,Casablanca,Casablanca-Settat,33.58694440000001,-7.611111100000016,
ITRANE EXPRESS,Transport routier de voyageurs,Transport,100 000  DHS,100 000  DHS,Liquidation,0.0,,,1 boulevard de la corniche - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
ENTREPRISE DE TRAVAUX DIVERS ET CONSTRUCTION EL OUATIB (E.C.T.D.C. EL OUATIB),- entrepreneur de travaux divers et constructions,Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,Lissasfa quartier nassim immeuble menara 13 appt. n° 10 2eme etage - Casablanca,Casablanca,10,33.52874,-7.67861,
GAFA NEGOCE,Importation,Other,100 000  DHS,100 000  DHS,En activité,3.0,,,2 rue essanobre etg 4 apt 12 domicilie c/o fidutraco - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
SOFT SERVICE,Travaux informatique developpement logiciel formation conseil cablage telecommunication travaux electricite,Construction,100 000  DHS,100 000  DHS,En activité,1.0,,,28 rue mostafa el manfalouti quartier gautier - El Maarif (AR),Casablanca,Casablanca-Settat,33.587807,-7.629748,
POWER ELEC (STE),Tous travaux d'electricite de batiments et industrielles,Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,12 av lahraouin b24 cite djemaa - Casablanca,Casablanca,9,33.55375,-7.57661,
KZ IMMO,La promotion immobilière,Real Estate,100 000  DHS,100 000  DHS,Radiation,3.0,,,Residence les plmiers imm f sidi maarouf - Casablanca,Casablanca,Casablanca-Settat,33.52482,-7.65048,
ASSISTANCE INDUSTRIELLE,Mecanicien reparateur - marchand de machines,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,45 rue zoubeir ibn al aouam roches noires - Casablanca,Casablanca,10,33.60001,-7.58067,
SUD (POLYSTER DU) (POLYSUD),Industrie des articles en polyster,Manufacturing,100 000  DHS,100 000  DHS,Radiation,1.0,,,Boulevard d'alsace angle rue de metz n35 - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
TRANSPORT MASTOUR,"- transport de marchandises pour le compte d'autrui. - toutes opérations et prestations de services liées au transport national et international. - négoce général. - représentation commerciale et l'intermédiation sous toutes ses formes. - plus généralement, toutes activités liées à l'objet de la société.",Transport,100 000  DHS,100 000  DHS,En activité,3.0,,,Hay el qods gr 42 n° 09 bis sidi bernoussi - Sidi Bernoussi (AR),Casablanca,Casablanca-Settat,33.6154283126,-7.49227246256,
SOCIETE ARMAFER,"Prefabrication d'armature en acier pour beton, et dans le batiment en general",Manufacturing,1 250 000  DHS,1 250 000  DHS,En activité,3.0,,,"Km 11,50 route de rabat sidi bernoussi - Casablanca",Casablanca,10,33.610869,-7.504093,
FASHION TEAM,- fabrication et commerce de vêtements - import export.,Commerce,100 000  DHS,100 000  DHS,En activité,0.0,,,Zone industrielle moulay rachid lot 101 ben m'sick sidi othmane rue mohamed radi - Casablanca,Casablanca,10,33.573358,-7.552594,
